Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft)
Kilimani,2 BHK Apartment,55000,1200 sq.ft,Unfurnished,2,1,0,900 sq.ft
Kilimani,3 BHK Apartment,80000,1540 sq.ft,Unfurnished,3,Missing,1,1050 sq.ft
Kilimani,3 BHK Apartment,80000,1550 sq.ft,Unfurnished,4,Missing,0,1350 sq.ft
Kilimani,3 BHK Apartment,80000,1500 sq.ft,Unfurnished,3,1,1,Missing
Kilimani,3 BHK Apartment,80000,1550 sq.ft,Unfurnished,3,Missing,2,1150 sq.ft
Kilimani,3 BHK Apartment,80000,2500 sq.ft,Unfurnished,3,1,1,Missing
Kilimani,3 BHK Apartment,80000,2200 sq.ft,Unfurnished,3,1,1,Missing
Kilimani,3 BHK Apartment,80000,1950 sq.ft,Unfurnished,3,Missing,1,Missing
Kilimani,3 BHK Apartment,80000,2000 sq.ft,Unfurnished,3,1,2,Missing
Kilimani,3 BHK Apartment,100000,1850 sq.ft,Fully Furnished,3,1,2,Missing
Kilimani,3 BHK Apartment,100000,2500 sq.ft,Fully Furnished,4,1,2,1500 sq.ft
Kilimani,2 BHK Apartment,100000,1375 sq.ft,Fully Furnished,2,Missing,1,1100 sq.ft
Kilimani,3 BHK Apartment,100000,1500 sq.ft,Fully Furnished,4,Missing,0,Missing
Kilimani,3 BHK Apartment,100000,1550 sq.ft,Fully Furnished,4,4,2,1400 sq.ft
Kilimani,3 BHK Apartment,100000,1560 sq.ft,Fully Furnished,2,Missing,1,997 sq.ft
Kilimani,3 BHK Apartment,80000,2200 sq.ft,Unfurnished,3,2,2,1400 sq.ft
Kilimani,3 BHK Apartment,100000,2102 sq.ft,Fully Furnished,4,Missing,2,1347 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,1,1,Missing
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,Missing,2,1400 sq.ft
Lavington,3 BHK Apartment,135000,1850 sq.ft,Fully Furnished,3,3,2,1530 sq.ft
Lavington,2 BHK Apartment,100000,1450 sq.ft,Fully Furnished,3,1,3,1000 sq.ft
Lavington,3 BHK Apartment,135000,1250 sq.ft,Fully Furnished,3,3,2,900 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,Missing,0,1000 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,1,1,1450 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,3,1,1170 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,1,1,1150 sq.ft
Lavington,3 BHK Apartment,120000,1900 sq.ft,Unfurnished,3,2,2,1200 sq.ft
Lavington,3 BHK Apartment,120000,1500 sq.ft,Unfurnished,3,Missing,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,Missing,1,1350 sq.ft
Lavington,2 BHK Apartment,100000,1350 sq.ft,Fully Furnished,3,3,2,1250 sq.ft
Lavington,3 BHK Apartment,135000,1450 sq.ft,Fully Furnished,3,1,2,1123 sq.ft
Lavington,3 BHK Apartment,135000,1950 sq.ft,Fully Furnished,3,1,1,Missing
Lavington,2 BHK Apartment,100000,1150 sq.ft,Fully Furnished,2,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,1300 sq.ft
South C,2 BHK Apartment,40000,1000 sq.ft,Unfurnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,135000,1580 sq.ft,Fully Furnished,3,2,2,1280 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,1,1,1100 sq.ft
Lavington,2 BHK Apartment,100000,1305 sq.ft,Fully Furnished,2,1,1,1110 sq.ft
Lavington,2 BHK Apartment,100000,1450 sq.ft,Fully Furnished,2,3,1,1250 sq.ft
Lavington,2 BHK Apartment,100000,1450 sq.ft,Fully Furnished,2,3,1,1020 sq.ft
Lavington,3 BHK Apartment,135000,1420 sq.ft,Fully Furnished,2,1,1,1210 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,1,1,1200 sq.ft
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,3,1,1250 sq.ft
Lavington,1 RK Apartment,60000,1100 sq.ft,Fully Furnished,1,1,1,900 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,0,Missing
Lavington,3 BHK Apartment,135000,1900 sq.ft,Fully Furnished,3,3,3,1280 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,1,0,1650 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,1,1,1300 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,5,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,3,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,3,1,1175 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,Missing,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,2,1,1250 sq.ft
Lavington,3 BHK Apartment,120000,1450 sq.ft,Unfurnished,3,Missing,2,1400 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,1,2,805 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,3,1,Missing
Lavington,3 BHK Apartment,135000,1290 sq.ft,Fully Furnished,3,Missing,0,Missing
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,Missing,0,Missing
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,2,2,1200 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,1,1,950 sq.ft
Lavington,3 BHK Apartment,120000,1450 sq.ft,Unfurnished,3,Missing,2,1400 sq.ft
Lavington,3 BHK Apartment,135000,1550 sq.ft,Fully Furnished,3,Missing,0,1200 sq.ft
Lavington,3 BHK Apartment,135000,1550 sq.ft,Fully Furnished,3,Missing,1,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,3,1,Missing
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,Missing,1,Missing
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,1,1,940 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,Missing,1,870 sq.ft
Lavington,3 BHK Apartment,135000,1680 sq.ft,Fully Furnished,3,1,2,1400 sq.ft
Murema,2 BHK Apartment,85000,1000 sq.ft,Unfurnished,2,Missing,2,873 sq.ft
Lavington,3 BHK Apartment,135000,1690 sq.ft,Fully Furnished,3,3,2,1122 sq.ft
Lavington,3 BHK Apartment,135000,1334 sq.ft,Fully Furnished,3,1,1,1109 sq.ft
Lavington,3 BHK Apartment,135000,1850 sq.ft,Fully Furnished,3,Missing,1,1300 sq.ft
Murema,2 BHK Apartment,85000,1000 sq.ft,Unfurnished,2,Missing,2,873 sq.ft
Murema,2 BHK Apartment,85000,1000 sq.ft,Unfurnished,2,Missing,2,873 sq.ft
Imara Daima,2 BHK Apartment,30000,1000 sq.ft,Unfurnished,2,1,1,750 sq.ft
Nyayo Estate,2 BHK Apartment,40000,1000 sq.ft,Unfurnished,2,Missing,1,800 sq.ft
UpperHill,2 BHK Apartment,62000,1000 sq.ft,Unfurnished,2,Missing,1,700 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,4,Missing,1,1250 sq.ft
Lavington,3 BHK Apartment,135000,1250 sq.ft,Fully Furnished,3,3,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,3,1,1150 sq.ft
Lavington,2 BHK Apartment,100000,800 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,Missing,2,1350 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,Missing,0,1150 sq.ft
Lavington,2 BHK Apartment,100000,1080 sq.ft,Fully Furnished,2,1,1,820 sq.ft
Lavington,3 BHK Apartment,135000,1305 sq.ft,Fully Furnished,3,1,1,1118 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,2,2,1280 sq.ft
Lavington,3 BHK Apartment,135000,1516 sq.ft,Fully Furnished,3,Missing,2,1081 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,3,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,6,1,1150 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,135000,1650 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,2,1400 sq.ft
Lavington,3 BHK Apartment,135000,1450 sq.ft,Fully Furnished,3,1,1,1250 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1900 sq.ft,Fully Furnished,3,Missing,2,1400 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,3,3,2,990 sq.ft
Lavington,3 BHK Apartment,135000,1750 sq.ft,Fully Furnished,3,2,1,1600 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,2,1,1600 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,Missing,0,1150 sq.ft
Lavington,3 BHK Apartment,135000,1420 sq.ft,Fully Furnished,3,1,2,954 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,2,Missing,1,875 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,1,3,1200 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,3,2,1500 sq.ft
UpperHill,2 BHK Apartment,60000,1000 sq.ft,Unfurnished,2,Missing,0,Missing
Lavington,3 BHK Apartment,135000,1450 sq.ft,Fully Furnished,3,1,2,1000 sq.ft
UpperHill,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
UpperHill,3 BHK Apartment,90000,1000 sq.ft,Fully Furnished,3,1,1,800 sq.ft
Umoja,2 BHK Apartment,18000,1000 sq.ft,Unfurnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,120000,1500 sq.ft,Unfurnished,3,3,2,1050 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,3,1,1300 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,2,1,800 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,3,1,900 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,1,1120 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,2,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,3,2,1100 sq.ft
Lavington,2 BHK Apartment,100000,1050 sq.ft,Fully Furnished,2,Missing,0,900 sq.ft
Lavington,2 BHK Apartment,100000,1400 sq.ft,Fully Furnished,2,Missing,1,1200 sq.ft
Lavington,2 BHK Apartment,100000,1320 sq.ft,Fully Furnished,2,Missing,1,1100 sq.ft
Lavington,2 BHK Apartment,100000,900 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,2 BHK Apartment,100000,1300 sq.ft,Fully Furnished,2,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1650 sq.ft,Fully Furnished,3,1,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,1,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,1,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,2,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,3,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1150 sq.ft,Fully Furnished,3,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,1,1250 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,2,1250 sq.ft
Lavington,3 BHK Apartment,135000,1650 sq.ft,Fully Furnished,3,1,2,1100 sq.ft
Lavington,3 BHK Apartment,135000,1280 sq.ft,Fully Furnished,3,1,1,1000 sq.ft
Lavington,3 BHK Apartment,120000,1200 sq.ft,Unfurnished,3,Missing,0,Missing
Lavington,1 BHK Apartment,55000,600 sq.ft,Fully Furnished,1,Missing,1,400 sq.ft
Lavington,2 BHK Apartment,85000,1000 sq.ft,Unfurnished,2,1,1,850 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,3,Missing,0,1000 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,Missing,2,1024 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,120000,1200 sq.ft,Unfurnished,3,Missing,0,Missing
Lavington,3 BHK Apartment,135000,1750 sq.ft,Fully Furnished,3,2,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,4,Missing,0,1500 sq.ft
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,3,1,1,Missing
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,2,3,1400 sq.ft
Lavington,3 BHK Apartment,135000,2230 sq.ft,Fully Furnished,3,3,2,1430 sq.ft
Lavington,2 BHK Apartment,85000,1300 sq.ft,Unfurnished,2,1,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,2,1050 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,0,1100 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,2,1,1400 sq.ft
Lavington,2 BHK Apartment,85000,1150 sq.ft,Unfurnished,2,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,Missing,2,1000 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,2,1,1,900 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,Missing,1,1500 sq.ft
Lavington,2 BHK Apartment,100000,750 sq.ft,Fully Furnished,2,Missing,1,Missing
Lavington,3 BHK Apartment,120000,1217 sq.ft,Unfurnished,4,Missing,2,974 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,2,0,1350 sq.ft
Lavington,3 BHK Apartment,120000,1250 sq.ft,Unfurnished,3,Missing,0,Missing
Lavington,2 BHK Apartment,100000,1450 sq.ft,Fully Furnished,2,Missing,1,910 sq.ft
Lavington,3 BHK Apartment,135000,1313 sq.ft,Fully Furnished,3,Missing,1,1121 sq.ft
Lavington,3 BHK Apartment,135000,1850 sq.ft,Fully Furnished,3,Missing,1,1350 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,4,Missing,0,Missing
Pipeline,2 BHK Apartment,18000,1000 sq.ft,Unfurnished,2,1,1,700 sq.ft
Pipeline,2 BHK Apartment,18000,1000 sq.ft,Unfurnished,2,Missing,1,850 sq.ft
Lavington,1 BHK Apartment,55000,950 sq.ft,Fully Furnished,1,Missing,1,850 sq.ft
Lavington,3 BHK Apartment,120000,1350 sq.ft,Unfurnished,3,1,1,1300 sq.ft
Lavington,2 BHK Apartment,85000,800 sq.ft,Unfurnished,2,Missing,1,750 sq.ft
Lavington,2 BHK Apartment,85000,800 sq.ft,Unfurnished,2,2,0,725 sq.ft
Lavington,3 BHK Apartment,120000,1300 sq.ft,Unfurnished,3,Missing,1,1150 sq.ft
Lavington,2 BHK Apartment,85000,1200 sq.ft,Unfurnished,2,3,1,850 sq.ft
Lavington,2 BHK Apartment,85000,1320 sq.ft,Unfurnished,2,2,1,840 sq.ft
Lavington,3 BHK Apartment,120000,1110 sq.ft,Unfurnished,3,1,1,920 sq.ft
Lavington,2 BHK Apartment,85000,1400 sq.ft,Unfurnished,2,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,1,1,1105 sq.ft
Lavington,3 BHK Apartment,135000,1280 sq.ft,Fully Furnished,2,1,2,980 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,3,2,1400 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,3,2,1400 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,3,,1400 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,1,1,820 sq.ft
Lavington,3 BHK Apartment,135000,1865 sq.ft,Fully Furnished,4,2,2,1330 sq.ft
Lavington,3 BHK Apartment,135000,1865 sq.ft,Fully Furnished,4,Missing,2,1330 sq.ft
Lavington,3 BHK Apartment,135000,1300 sq.ft,Fully Furnished,3,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1260 sq.ft,Fully Furnished,2,2,0,1050 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,2,2,1100 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,4,Missing,1,1250 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,1,0,1200 sq.ft
Lavington,3 BHK Apartment,135000,1800 sq.ft,Fully Furnished,3,4,1,1200 sq.ft
Lavington,3 BHK Apartment,120000,1350 sq.ft,Unfurnished,3,Missing,1,950 sq.ft
Lavington,3 BHK Apartment,135000,1750 sq.ft,Fully Furnished,3,Missing,1,1250 sq.ft
Lavington,2 BHK Apartment,100000,1150 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,120000,1800 sq.ft,Unfurnished,3,Missing,1,1200 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,Missing,1,900 sq.ft
Lavington,2 BHK Apartment,100000,1500 sq.ft,Fully Furnished,2,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,135000,1650 sq.ft,Fully Furnished,3,2,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1550 sq.ft,Fully Furnished,3,1,1,1500 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,3,1,1150 sq.ft
Lavington,3 BHK Apartment,135000,1650 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft
Lavington,3 BHK Apartment,135000,1445 sq.ft,Fully Furnished,3,1,2,1190 sq.ft
Lavington,3 BHK Apartment,135000,1620 sq.ft,Fully Furnished,3,3,1,1500 sq.ft
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,Missing,1,1100 sq.ft
Lavington,2 BHK Apartment,100000,700 sq.ft,Fully Furnished,2,1,0,Missing
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,1,1,820 sq.ft
Lavington,3 BHK Apartment,135000,1250 sq.ft,Fully Furnished,2,Missing,3,1050 sq.ft
Lavington,2 BHK Apartment,100000,1375 sq.ft,Fully Furnished,2,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,Missing,1,1500 sq.ft
Lavington,3 BHK Apartment,135000,1184 sq.ft,Fully Furnished,2,2,2,Missing
Lavington,2 BHK Apartment,85000,950 sq.ft,Unfurnished,2,1,2,850 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,3,Missing,1,874 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,2,0,Missing
Lavington,3 BHK Apartment,135000,1500 sq.ft,Fully Furnished,6,Missing,0,1200 sq.ft
Lavington,3 BHK Apartment,120000,1980 sq.ft,Unfurnished,2,Missing,0,1235 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,Missing,1,1000 sq.ft
Lavington,3 BHK Apartment,120000,1500 sq.ft,Unfurnished,3,Missing,2,1300 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,4,6,2,1250 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,Missing
Lavington,2 BHK Apartment,100000,790 sq.ft,Fully Furnished,2,Missing,1,Missing
Lavington,2 BHK Apartment,85000,1116 sq.ft,Unfurnished,2,Missing,1,893 sq.ft
Lavington,3 BHK Apartment,135000,1450 sq.ft,Fully Furnished,3,2,3,1100 sq.ft
Lavington,3 BHK Apartment,120000,1235 sq.ft,Unfurnished,Missing,Missing,0,Missing
Lavington,2 BHK Apartment,100000,850 sq.ft,Fully Furnished,2,2,1,760 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,1,1050 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,1,1,1000 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,3,2,800 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,2,1,800 sq.ft
Lavington,2 BHK Apartment,100000,850 sq.ft,Fully Furnished,2,3,1,800 sq.ft
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,3,Missing,1,1150 sq.ft
Lavington,2 BHK Apartment,100000,1150 sq.ft,Fully Furnished,2,2,0,810 sq.ft
Lavington,3 BHK Apartment,135000,1370 sq.ft,Fully Furnished,3,1,2,1147 sq.ft
Lavington,3 BHK Apartment,135000,1319 sq.ft,Fully Furnished,3,2,2,1119 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,2,1,850 sq.ft
Lavington,2 BHK Apartment,100000,1050 sq.ft,Fully Furnished,2,1,1,850 sq.ft
Lavington,2 BHK Apartment,100000,850 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,1,1,825 sq.ft
Lavington,3 BHK Apartment,135000,1289 sq.ft,Fully Furnished,3,1,1,1102 sq.ft
Lavington,2 BHK Apartment,100000,1120 sq.ft,Fully Furnished,2,1,1,980 sq.ft
Lavington,3 BHK Apartment,135000,1550 sq.ft,Fully Furnished,3,2,1,1200 sq.ft
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,3,2,1345 sq.ft
Lavington,3 BHK Apartment,135000,890 sq.ft,Fully Furnished,3,1,0,Missing
Lavington,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,2,Missing,1,1000 sq.ft
Lavington,2 BHK Apartment,100000,1300 sq.ft,Fully Furnished,2,Missing,1,1100 sq.ft
Lavington,2 BHK Apartment,100000,1300 sq.ft,Fully Furnished,2,Missing,1,1100 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,850 sq.ft
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,1,900 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,1,1,Missing
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,2,1,Missing
Lavington,3 BHK Apartment,135000,1850 sq.ft,Fully Furnished,3,1,1,1300 sq.ft
Lavington,3 BHK Apartment,135000,1100 sq.ft,Fully Furnished,3,3,1,Missing
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,Missing,2,1300 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,1,1,1100 sq.ft
Lavington,3 BHK Apartment,120000,1000 sq.ft,Unfurnished,3,Missing,1,900 sq.ft
Lavington,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,3,1,1200 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,3 BHK Apartment,135000,1900 sq.ft,Fully Furnished,3,Missing,1,1290 sq.ft
Lavington,3 BHK Apartment,135000,1350 sq.ft,Fully Furnished,3,Missing,2,1250 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,1,1,950 sq.ft
Lavington,2 BHK Apartment,100000,1200 sq.ft,Fully Furnished,2,1,2,800 sq.ft
Lavington,3 BHK Apartment,135000,1700 sq.ft,Fully Furnished,3,1,2,1400 sq.ft
Lavington,2 BHK Apartment,100000,1000 sq.ft,Fully Furnished,2,1,2,850 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,Missing,1,900 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,Missing,1,900 sq.ft
Lavington,3 BHK Apartment,135000,1750 sq.ft,Fully Furnished,3,2,2,1200 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,1,2,1150 sq.ft
Lavington,3 BHK Apartment,135000,1600 sq.ft,Fully Furnished,3,2,3,1150 sq.ft
Lavington,3 BHK Apartment,135000,2100 sq.ft,Fully Furnished,3,2,0,1400 sq.ft
Lavington,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,3,3,1800 sq.ft
Lavington,3 BHK Apartment,135000,1450 sq.ft,Fully Furnished,3,Missing,1,1100 sq.ft
Lavington,3 BHK Apartment,120000,1321 sq.ft,Unfurnished,3,Missing,2,1321 sq.ft
Lavington,3 BHK Apartment,120000,1600 sq.ft,Unfurnished,3,3,2,Missing
Lavington,2 BHK Apartment,100000,1250 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft
Lavington,2 BHK Apartment,100000,1674 sq.ft,Fully Furnished,2,Missing,0,Missing
Lavington,2 BHK Apartment,100000,1050 sq.ft,Fully Furnished,3,Missing,1,870 sq.ft
Lavington,2 BHK Apartment,100000,1100 sq.ft,Fully Furnished,2,1,1,950 sq.ft
